Wavelength	S1c / R1c	Wavelength	S1	Wavelength	R1
411	601.666898037208	411	8292	411	12.4443710183638
411.5	545.907297253349	411.5	7524	411.5	12.4325098855999
412	469.700283324351	412	6484	412	12.4396972879142
412.5	436.341564423575	412.5	6032	412.5	12.4445910623082
413	377.74885249199	413	5224	413	12.4366582254266
413.5	372.18737442984	413.5	5156	413.5	12.4454988748045
414	331.623098329117	414	4596	414	12.4380754373349
414.5	303.023797215967	414.5	4204	414.5	12.4382808572559
415	268.861300303713	415	3736	415	12.4454027566408
415.5	270.780031205765	415.5	3760	415.5	12.4344002908656
416	227.153179555131	416	3156	416	12.439274289869
416.5	218.728945090458	416.5	3040	416.5	12.4413474343918
417	187.992529337876	417	2612	417	12.4352890359791
417.5	195.331352434978	417.5	2716	417.5	12.4424042459109
418	183.335621586901	418	2548	418	12.4343259988737
418.5	167.697875684832	418.5	2332	418.5	12.4392396463145
419	144.332015456748	419	2008	419	12.4427689675891
419.5	144.668712073789	419.5	2012	419.5	12.4363377420295
420	139.958250704248	420	1948	420	12.4437913796943
420.5	130.679777169776	420.5	1820	420.5	12.44079506623
421	123.409410579847	421	1720	421	12.4390677469011
421.5	116.671242325409	421.5	1628	421.5	12.4428665994246
422	126.950248481646	422	1772	422	12.4360340555073
422.5	129.086416375605	422.5	1804	422.5	12.440254734201
423	114.067316917293	423	1596	423	12.4441764138724
423.5	114.317454402348	423.5	1600	423.5	12.4372057596041
424	106.449728214058	424	1492	424	12.44400566192
424.5	113.261846513455	424.5	1588	424.5	12.4372113504244
425	102.606100208645	425	1440	425	12.4384238748335
425.5	107.061362557373	425.5	1504	425.5	12.4463091531215
426	108.553976831125	426	1524	426	12.4340944803199
426.5	102.473144830068	426.5	1440	426.5	12.4416141824376
427	99.2916455779577	427	1396	427	12.44360817657
427.5	107.843129920102	427.5	1516	427.5	12.4373999002283
428	94.0767360358782	428	1324	428	12.4473767800702
428.5	99.243537674389	428.5	1396	428.5	12.4366791971062
429	94.0718144349895	429	1324	429	12.4393824685795
429.5	99.6723618031766	429.5	1404	429.5	12.4454833718749
430	90.628905162056	430	1276	430	12.4351879129327
430.5	100.263035756336	430.5	1412	430.5	12.4420512185686
431	97.4582760304689	431	1372	431	12.4412269509939
431.5	82.9997963394323	431.5	1168	431.5	12.440083371897
432	89.235425891866	432	1256	432	12.4462759011685
432.5	87.6304224858181	432.5	1232	432.5	12.4357636453522
433	87.9097027550265	433	1236	433	12.4402139383027
433.5	77.6688111763091	433.5	1092	433.5	12.4437611062569
434	87.4223415791561	434	1228	434	12.4360102762105
434.5	88.5240296864741	434.5	1244	434.5	12.444967380666
435	88.3092095704081	435	1240	435	12.4388326150662
435.5	88.0477707228628	435.5	1236	435.5	12.4387757303008
436	81.1738177315719	436	1140	436	12.447438132609
436.5	83.2696622657902	436.5	1168	436.5	12.4354261453536
437	81.2796514141669	437	1140	437	12.4377309549144
437.5	80.6985826016977	437.5	1132	437.5	12.4426285379022
438	81.0673681603214	438	1136	438	12.433039695168
438.5	70.1911894952869	438.5	984	438.5	12.4414493631023
439	77.6548373425295	439	1088	439	12.4374758035483
439.5	79.1144777817249	439.5	1108	439.5	12.4356651834385
440	81.3660833367804	440	1140	440	12.4439997781309
440.5	83.1950113820415	440.5	1164	440.5	12.4326116922401
441	87.2060152237867	441	1220	441	12.4373565164394
441.5	76.3572256937771	441.5	1068	441.5	12.4406687966993
442	74.4390934713519	442	1040	442	12.4326211893104
442.5	81.8650829749137	442.5	1144	442.5	12.4412918435717
443	79.6581630966367	443	1112	443	12.4342696756317
443.5	81.422740841349	443.5	1136	443.5	12.4332858865733
444	89.6923693730566	444	1252	444	12.4454201394532
444.5	85.2337220013016	444.5	1188	444.5	12.432917234231
445	76.0637292264047	445	1060	445	12.4366534646845
445.5	72.3757247232561	445.5	1008	445.5	12.4387967996366
446	78.5133530945616	446	1092	446	12.4315449686116
446.5	79.3766019066634	446.5	1104	446.5	12.4410641580258
447	80.8897608230855	447	1124	447	12.4390847879167
447.5	89.3278262824555	447.5	1240	447.5	12.4361238504288
448	79.5392412153043	448	1104	448	12.444342136528
448.5	85.4366461044303	448.5	1184	448.5	12.4344265359827
449	94.700270293085	449	1312	449	12.440405784005
449.5	86.100484112333	449.5	1192	449.5	12.441020798651
450	89.9775875614845	450	1244	450	12.4338194803211
