Wavelength	S1c / R1c	Wavelength	S1	Wavelength	R1
441	66.3830387254409	441	764	441	10.2317736778686
441.5	70.6027086798531	441.5	812	441.5	10.2295677330149
442	66.0694515420106	442	760	442	10.2363076073725
442.5	62.9718133671965	442.5	724	442.5	10.2360058678665
443	61.9714096403426	443	712	443	10.2337405174945
443.5	71.7327858413626	443.5	824	443.5	10.2367670373103
444	73.5189531848554	444	844	444	10.2353774376823
444.5	73.9697998809632	444.5	848	444.5	10.2260865501071
445	63.2645432852425	445	724	445	10.2130032735652
445.5	59.4080458321208	445.5	680	445.5	10.2229070578772
446	79.281965646705	446	908	446	10.2366400292519
446.5	66.7442736453121	446.5	764	446.5	10.2390651574581
447	63.3300918580906	447	724	447	10.2339694542651
447.5	71.7296438204487	447.5	820	447.5	10.2415407495322
448	68.3096441966339	448	780	448	10.2375701928386
448.5	72.2646964699227	448.5	824	448.5	10.2310281273215
449	76.557021912721	449	872	449	10.2278272483725
449.5	78.774851103171	449.5	896	449.5	10.2212914694767
450	75.6410058344143	450	860	450	10.2249143393981
