Wavelength	S1c / R1c	Wavelength	S1	Wavelength	R1
430.5	84.022891649235	430.5	1180	430.5	12.4074496562103
431	74.3152585810449	431	1044	431	12.4151031229759
431.5	91.6845713031357	431.5	1288	431.5	12.4187269755001
432	81.2539016603823	432	1140	432	12.4064552226207
432.5	85.7749373004383	432.5	1204	432.5	12.4160294657455
433	86.1131468699542	433	1208	433	12.4120542216212
433.5	80.435918827815	433.5	1128	433.5	12.4117996561925
434	76.1495717543844	434	1068	434	12.4167783182815
434.5	90.5029153849557	434.5	1268	434.5	12.4076987773031
435	90.1979071461136	435	1264	435	12.4140802714176
435.5	83.0444189813652	435.5	1164	435.5	12.4199561014716
436	81.1514470802098	436	1136	436	12.4071822001567
436.5	74.5432786368728	436.5	1044	436.5	12.4164270487517
437	84.8456368363189	437	1188	437	12.4166679178913
437.5	76.6113453452322	437.5	1072	437.5	12.411758372013
438	75.7165520368679	438	1060	438	12.4211011698263
438.5	76.3651901119141	438.5	1068	438.5	12.4117864725988
439	81.2382182522509	439	1136	439	12.4133731181001
439.5	66.0522782005624	439.5	924	439.5	12.4213670633799
440	78.1568871553167	440	1092	440	12.4094901591317
440.5	74.9842720172627	440.5	1048	440.5	12.4193188700289
441	77.3277403613436	441	1080	441	12.4166125956259
441.5	68.5051297080248	441.5	956	441.5	12.4124472391977
442	84.851133512868	442	1184	442	12.4172233133969
442.5	77.4682201511323	442.5	1080	442.5	12.411901975528
443	71.4549379140548	443	996	443	12.415747580981
443.5	69.7277753945678	443.5	972	443.5	12.4226360331013
444	91.6708524709528	444	1276	444	12.4102386942849
444.5	77.0123895229578	444.5	1072	444.5	12.416587180587
445	78.1887871359842	445	1088	445	12.418230051674
445.5	77.1578668111773	445.5	1072	445.5	12.4086729960491
446	67.9481510648993	446	944	446	12.4176765360513
446.5	77.8305763186758	446.5	1080	446.5	12.4123630106824
447	77.5924934151977	447	1076	447	12.413899680598
447.5	76.4502011428057	447.5	1060	447.5	12.4215946268555
448	80.3470162958551	448	1112	448	12.4085017558154
448.5	80.3549146925608	448.5	1112	448.5	12.4168259257032
449	71.7151224640126	449	992	449	12.420894065335
449.5	71.2456360417712	449.5	984	449.5	12.4114403544362
450	81.9781523204009	450	1132	450	12.4184337137825
